ID,Document,Metadata
bay_ir_2025.pdf::chunk::169,"特定された資産の使用を支配する権利を一定期間にわたり対価と交換に移転する場合には、当該契約はリースであ
るか又はリースを含んでいると判定しております。
契約がリースであるか又はリースを含んでいると判定した場合、リース開始日に使用権資産及びリース負債を認
識しております。リース負債は未払リース料総額の現在価値で測定し、使用権資産は、リース負債の当初測定の金
額に、開始日以前に支払ったリース料等、借手に発生した当初直接コスト及びリースの契約条件で要求されている
原状回復義務等のコストを調整した取得原価で測定しております。
当初認識後は、使用権資産は耐用年数とリース期間のいずれか短い年数にわたって、定額法で減価償却を行って
おります。リース負債は、リース負債に係る金利、支払われたリース料及び該当する場合にはリース負債の見直し
又はリースの条件変更を反映する金額で事後測定しております。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 169}"
bay_ir_2025.pdf::chunk::170,"又はリースの条件変更を反映する金額で事後測定しております。
リース料は、利息法に基づき金融費用とリース負債の返済額に配分し、金融費用は、連結損益計算書において認
識しております。
ただし、リース期間が12ヶ月以内の短期リース及び原資産が少額のリースについては、使用権資産及びリース負
債を認識せず、リース料総額をリース期間にわたって、定額法又は他の規則的な基礎のいずれかにより費用として
認識しております。
(10) 非金融資産の減損
棚卸資産及び繰延税金資産を除く当社グループの非金融資産の帳簿価額は、期末日ごとに減損の兆候の有無を判
断しております。減損の兆候が存在する場合は、当該資産の回収可能価額を見積っております。のれん及び耐用年
数を確定できない、又は未だ使用可能ではない無形資産については、回収可能価額を毎年同じ時期に見積っており
ます。","{'chunk_index': 170, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::171,"ます。
資産又は資金生成単位の回収可能価額は、使用価値と処分コスト控除後の公正価値のうちいずれか大きい方の金
額としております。使用価値の算定において、見積将来キャッシュ・フローは、貨幣の時間的価値及び当該資産に
固有のリスクを反映した税引前割引率を用いて現在価値に割り引いております。減損テストにおいて個別にテスト
されない資産は、継続的な使用により他の資産又は資産グループのキャッシュ・インフローから、概ね独立した
キャッシュ・インフローを生成する最小の資金生成単位に統合しております。のれんの減損テストを行う際には、
のれんが配分される資金生成単位を、のれんが関連する最小の単位を反映して減損がテストされるように統合して
おります。企業結合により取得したのれんは、結合のシナジーが得られると期待される資金生成単位に配分してお
ります。
当社グループの全社資産は、独立したキャッシュ・インフローを生成いたしません。全社資産に減損の兆候があ
る場合、全社資産が帰属する資金生成単位の回収可能価額を決定しております。","{'chunk_index': 171, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::172,"59/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
減損損失は、資産又は資金生成単位の帳簿価額が見積回収可能価額を超過する場合に当該差額を損益として認識
します。資金生成単位に関連して認識した減損損失は、まずその単位に配分されたのれんの帳簿価額を減額するよ
うに配分し、次に資金生成単位内のその他の資産の帳簿価額を比例的に減額します。
のれんに関連する減損損失は戻入れしません。その他の資産については、過去に認識した減損損失は、毎期末日
において損失の減少又は消滅を示す兆候の有無を評価しております。回収可能価額の決定に使用した見積りが変化
した場合は、減損損失を戻入れます。減損損失は、減損損失を認識しなかった場合の帳簿価額から必要な減価償却
費及び償却額を控除した後の帳簿価額を上限として戻入れます。
(11) 株式に基づく報酬
譲渡制限付株式報酬制度","{'chunk_index': 172, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::173,"(11) 株式に基づく報酬
譲渡制限付株式報酬制度
譲渡制限付株式報酬は、付与日における公正価値によって見積り、最終的に権利確定すると予想される株式数を
考慮したうえで、権利確定期間にわたって費用として連結損益計算書において認識し、同額を連結財政状態計算書
において資本の増加として認識しております。付与された譲渡制限付株式の公正価値は、当社取締役会決議日の前
営業日の当社普通株式の終値であります。また、条件については定期的に見直し、必要に応じて権利確定数の見積
りを修正しております。
(12) 従業員給付
① 退職後給付
当社グループは、退職後給付制度として確定拠出制度を採用しております。確定拠出制度については、確定拠
出制度に支払うべき額を、従業員から関連するサービスが提供された時点で費用として認識しております。
② 短期従業員給付
短期従業員給付については、割引計算は行わず、関連するサービスが提供された時点で費用として計上してお","{'chunk_index': 173, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::174,"ります。賞与及び有給休暇費用については、当社グループ従業員から過去に提供された労働の対価として支払う
法的若しくは推定的な債務を負っており、信頼のある見積りが可能な場合に、それらの制度に基づいて支払われ
ると見積られる額を負債として認識しております。
(13) 引当金
引当金は、過去の事象の結果として、当社グループが、現在の法的又は推定的債務を負っており、当該債務を決
済するために経済的資源の流出が生じる可能性が高く、当該債務の金額について信頼性のある見積りができる場合
に認識しております。引当金は、見積将来キャッシュ・フローを貨幣の時間的価値及び当該負債に特有のリスクを
反映した税引前の利率を用いて現在価値に割り引いております。時の経過に伴う割引額の割戻しは金融費用として
認識しております。
資産除去債務
資産除去債務には、当社グループが賃借している本社設備に対する原状回復義務に備え、将来支払うと見込まれ","{'source': 'bay_ir_2025.pdf', 'chunk_index': 174}"
bay_ir_2025.pdf::chunk::175,"る金額を計上しております。これら費用は、使用見込期間経過後に支払われると見込んでおりますが、将来の事業
計画等により影響を受けます。
(14) 収益
① 売上収益
当社グループは、IFRS第９号に基づく利息及び配当収益等を除く顧客との契約について、以下の５ステップを
適用することにより、収益を認識しております。
ステップ１：顧客との契約を識別する。
ステップ２：契約における履行義務を識別する。
ステップ３：取引価格を算定する。
ステップ４：取引価格を契約における履行義務に配分する。
ステップ５：履行義務の充足時に(又は充足するにつれて)収益を認識する。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 175}"
bay_ir_2025.pdf::chunk::176,"60/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
当社グループにおける主なサービスの提供に関する収益認識の方針は以下のとおりであります。
・顧客に対する役務の提供(一定の期間)
役務の提供による収益は、顧客との契約に基づく期間にわたり役務を提供する義務を負っております。当該
履行義務は契約期間にわたる役務の経過によって、充足されるものであり、収益は当該履行義務が充足される
契約期間において、契約に定められた金額に基づき収益を認識しております。履行義務の充足に向けての進捗
度を合理的に測定できない場合には、役務に係る原価のうち回収可能と認められる範囲内で収益を認識してお
ります。当該履行義務は、契約に定められた期間において顧客に役務を提供することによって充足されるた
め、収益は、原則として契約期間に応じて期間均等額、又は当該契約等に定められた金額で計上しておりま","{'source': 'bay_ir_2025.pdf', 'chunk_index': 176}"
bay_ir_2025.pdf::chunk::177,"す。なお、これらの支払は、契約に基づく期間における役務提供が完了した時点から概ね３ヶ月以内に支払を
受けております。
・顧客に対する成果物の提供(一時点)
顧客に引き渡した成果物による収益は、成果物の支配が顧客に移転し、成果物を顧客が検収した時点で、顧
客に成果物の法的所有権、物理的占有、成果物の所有に伴う重大なリスク及び経済価値が移転することで、成
果物に対する対価として支払を受ける権利を有するため、その時点で収益を認識しております。当該履行義務
は、契約等に定められた金額に基づく成果物を顧客に提供するものであり、収益は、顧客が成果物を検収した
時点で計上しております。なお、これらの支払は、顧客が成果物を検収した日の属する月から概ね３ヶ月以内
に支払を受けております。
・ソフトウエア開発契約によるソフトウエアの提供(一定の期間)
ソフトウエア開発契約から得られる収益は、ソフトウエアの完成までに要する原価及びソフトウエア開発契","{'chunk_index': 177, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::178,"約の進捗度合を合理的に見積ることができ、かつ、契約に関連した経済的便益が当社グループに流入する可能
性が高い場合には、進捗度に応じて収益を認識しております。進捗度を合理的に測定できない場合には、ソフ
トウエア原価のうち回収可能と認められる範囲内でソフトウエア開発契約に係る収益を認識しております。当
該履行義務は、契約等に定められた金額に基づくソフトウエアを顧客に提供するものであり、収益は、原則と
して進捗度に応じて計上しております。なお、これらの支払は、顧客がソフトウエアを検収した日の属する月
から概ね３ヶ月以内に支払を受けております。
② 利息収益
利息収益は、実効金利法により認識しております。
(15) 法人所得税
税金費用は、当期税金及び繰延税金から構成されています。これらは、企業結合に関連するもの、直接資本の部
又はその他の包括利益で認識される項目を除き、損益として認識しております。","{'chunk_index': 178, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::179,"又はその他の包括利益で認識される項目を除き、損益として認識しております。
当期税金は、税務当局に対する納付又は税務当局から還付が予想される金額で測定しております。税額の算定に
あたって使用する税率、税法は、当社グループが事業活動を行い、課税対象となる損益を稼得する国において、連
結会計年度末日までに制定又は実質的に制定されている税率及び税法に従っております。
繰延税金は、期末日における資産及び負債の会計上の帳簿価額と税務上の金額との一時差異、繰越欠損金及び繰
越税額控除に対して認識しております。
なお、以下の一時差異に対しては、繰延税金資産及び負債を計上しておりません。
・のれんの当初認識から生じる一時差異
・企業結合取引ではなく、取引時に会計上の利益にも税務上の課税所得(欠損金)にも影響を与えず、かつ、取引
時に同額の将来加算一時差異と将来減算一時差異とを生じさせない取引から発生する資産及び負債の当初認識","{'source': 'bay_ir_2025.pdf', 'chunk_index': 179}"
bay_ir_2025.pdf::chunk::180,"により生じる一時差異
繰延税金資産の帳簿価額は毎期見直され、繰延税金資産の全額又は一部が使用できるだけの十分な課税所得が稼
得されない可能性が高い部分については、帳簿価額を減額しております。未認識の繰延税金資産は毎期見積られ、
将来の課税所得により繰延税金資産が回収される可能性が高くなった範囲内で認識されます。","{'chunk_index': 180, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::181,"61/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
繰延税金資産及び負債は、期末日において制定されている、又は実質的に制定されている税率及び税法に基づい
て資産が実現する期間又は負債が決済される期間に適用されると予想される税率及び税法によって測定しておりま
す。
繰延税金資産及び負債は、当期税金資産と当期税金負債を相殺する法律上強制力のある権利を有しており、かつ
同一の税務当局によって同一の納税主体に課されている場合、相殺しております。
(16) １株当たり利益
基本的１株当たり当期利益は、親会社の普通株主に帰属する当期損益を、その期間の自己株式を調整した発行済
普通株式の加重平均株式数で除して計算しております。希薄化後１株当たり当期利益は、希薄化効果を有する全て
の潜在株式の影響を調整して計算しております。
(17) セグメント情報","{'chunk_index': 181, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::182,"の潜在株式の影響を調整して計算しております。
(17) セグメント情報
報告セグメントは、当社グループの構成単位のうち分離された財務情報が入手可能であり、取締役会が、経営資
源の配分の決定及び業績を評価するために、定期的に検討を行う対象となっている事業セグメントを基礎に決定し
ております。事業セグメントは、他の事業セグメントとの取引を含む、収益を稼得し費用を発生させる事業活動の
構成単位であります。
(18) 自己株式
自己株式は取得原価で評価され、資本から控除しております。自己株式の購入、売却又は消却において利得又は
損失は認識しておりません。なお、帳簿価額と売却時の対価との差額は資本として認識しております。
(19) 借入コスト
当社グループは、意図した使用又は販売が可能となるまでに相当の期間を必要とする資産、つまり、適格資産の
取得、建設又は生成に直接起因する借入コストは、その資産が実質的に意図した使用又は販売を可能にするときま
で、それらの資産の取得原価に加算しております。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 182}"
bay_ir_2025.pdf::chunk::183,"で、それらの資産の取得原価に加算しております。
それ以外の借入コストは、発生した会計期間に損益として認識しております。
４．重要な会計上の見積り及び見積りを伴う判断
IFRSに準拠した連結財務諸表の作成において、経営者は、会計方針の適用並びに資産、負債、収益及び費用の金額
に影響を及ぼす判断、見積り及び仮定を行うことが要求されております。実際の業績は、これらの見積りとは異なる
場合があります。
見積り及びその基礎となる仮定は継続して見直されます。会計上の見積りの見直しによる影響は、見積りを見直し
た会計期間及びそれ以降の将来の会計期間において認識されます。
経営者が行った連結財務諸表の金額に重要な影響を与える判断及び見積りは以下のとおりであります。
(1) 収益認識(注記「３．重要性がある会計方針 (14) 収益」)
(2) 仕掛品の評価(注記「10．棚卸資産」)
(3) のれん及び無形資産の減損(注記「14．のれん及び無形資産」)","{'source': 'bay_ir_2025.pdf', 'chunk_index': 183}"
bay_ir_2025.pdf::chunk::184,"(3) のれん及び無形資産の減損(注記「14．のれん及び無形資産」)
(4) 繰延税金資産の回収可能性(注記「16．法人所得税」)
(5) 引当金の会計処理と評価(注記「20．引当金」)
(6) 有給休暇に係る負債(注記「３．重要性がある会計方針 (12) 従業員給付」)
(7) 株式報酬の測定(注記「３．重要性がある会計方針 (11) 株式に基づく報酬」)
(8) 偶発債務(注記「32．偶発債務」)","{'chunk_index': 184, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::185,"62/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
５．未適用の新基準
連結財務諸表の承認日までに新設又は改訂が公表された新基準及び新解釈指針のうち、2025年２月28日現在におい
て当社グループが適用していない主なものは以下のとおりであります。適用による当社グループへの影響は検討中で
あり、現時点で見積ることはできません。
発効日 当社グループの
基準書 基準名 新設・改訂の概要
（以後開始事業年度） 適用時期
連結損益計算書の表示及び経営
財務諸表における
IFRS第18号 2027年１月１日 2028年２月期 者が定義した業績指標に関する
表示及び開示
開示等の改訂
６．事業セグメント
当社グループの事業内容は、「コンサルティング事業」の単一セグメントであります。そのサービス内容は、顧客
のあらゆる経営課題を解決するためのコンサルティングサービスを提供しております。
(1) 製品及びサービスに関する情報","{'source': 'bay_ir_2025.pdf', 'chunk_index': 185}"
bay_ir_2025.pdf::chunk::186,"(1) 製品及びサービスに関する情報
製品及びサービスごとの外部顧客に対する売上収益は、注記「23．売上収益」に記載しております。
(2) 地域別に関する情報
前事業年度(自 2023年３月１日 至 2024年２月29日)
外部顧客への売上収益
本邦の外部顧客への売上収益が損益計算書の売上収益の大部分を占めるため、記載を省略しております。
非流動資産
本邦以外に所存している有形固定資産がないため、該当事項はありません。
当連結会計年度(自 2024年３月１日 至 2025年２月28日)
外部顧客への売上収益
本邦の外部顧客への売上収益が連結損益計算書の売上収益の大部分を占めるため、記載を省略しておりま
す。
非流動資産
本邦以外に所存している有形固定資産がないため、該当事項はありません。
(3) 主要な顧客に関する情報
当社グループの連結損益計算書における売上収益の10％以上に該当する単一の外部顧客は、前事業年度において","{'chunk_index': 186, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::187,"１社であり、当該顧客からの収益額は10,468百万円であります。なお、当連結会計年度においては、連結損益計算
書における売上収益の10％以上に該当する外部顧客がないため、記載を省略しております。
なお、当社グループは単一セグメントとしているため、関連するセグメント名は記載を省略しております。","{'chunk_index': 187, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::188,"63/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
７．企業結合等
当連結会計年度（自 2024年３月１日 至 2025年２月28日）
（持株会社体制移行に伴う会社分割）
当社は、会社分割（吸収分割）の方式により、持株会社体制へ移行することとし、2024年４月17日開催の取締役
会において、当社100％子会社２社との吸収分割契約締結を承認すること（以下、かかる吸収分割契約に基づく吸収
分割を「本吸収分割」といいます。）を決議し、2024年５月28日開催の当社第10回定時株主総会において、持株会
社体制への移行に伴う吸収分割契約が承認可決されました。
当社は、2024年９月１日付で本件吸収分割を実施して持株会社体制へ移行し、商号を株式会社ベイカレントに変
更いたしました。
１．取引の概要
(1) 結合当事企業及びその事業内容
① 吸収分割会社
商号 ：株式会社ベイカレント・コンサルティング
事業内容：コンサルティング事業及びITサービス事業","{'source': 'bay_ir_2025.pdf', 'chunk_index': 188}"
bay_ir_2025.pdf::chunk::189,"商号 ：株式会社ベイカレント・コンサルティング
事業内容：コンサルティング事業及びITサービス事業
② 承継会社及び対象となった事業
商号 ：株式会社ベイカレント分割準備会社A
事業内容：当社が営む事業の吸収分割による承継の準備等
商号 ：株式会社ベイカレント分割準備会社B
事業内容：当社が営む事業の吸収分割による承継の準備等
(2) 企業結合日
2024年９月１日
(3) 企業結合の法的形式
当社を吸収分割会社とし、当社が100％出資する株式会社ベイカレント分割準備会社A及び株式会社ベイカレン
ト分割準備会社Bを吸収分割承継会社とする会社分割（吸収分割）により、当社が営む事業を承継いたします。
(4) 分割会社に係る割り当ての内容
本吸収分割に際し、吸収分割承継会社である株式会社ベイカレント分割準備会社Aは普通株式19,000株、株式会","{'source': 'bay_ir_2025.pdf', 'chunk_index': 189}"
bay_ir_2025.pdf::chunk::190,"社ベイカレント分割準備会社Bは普通株式19,000株発行し、これを全て分割会社である当社に割当て交付いたしま
す。
(5) 承継会社が承継する権利義務
各承継会社は、効力発生日において、本件対象事業に関する資産、債務、雇用契約その他の権利義務を吸収分
割契約書に定める範囲において当社から承継します。なお、当社から各承継会社に対する債務の承継は、重畳的
債務引受の方法によります。
(6) 結合企業後の名称
① 吸収分割会社
商号 ：株式会社ベイカレント
（2024年９月１日付で株式会社ベイカレント・コンサルティングより商号を変更）","{'chunk_index': 190, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::191,"64/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
② 吸収分割承継会社及び対象となった事業
商号 ：株式会社ベイカレント・コンサルティング
（2024年９月１日付で株式会社ベイカレント分割準備会社Aより商号を変更）
事業内容：コンサルティング事業
商号 ：株式会社ベイカレント・テクノロジー
（2024年９月１日付で株式会社ベイカレント分割準備会社Bより商号を変更）
事業内容：ITサービス事業
(7) 持株会社体制への移行の目的
顧客企業に対して、コンサルティング支援に加えてDX/IT実装領域の支援まで含めて多面的に課題解決できるケ
イパビリティを備えることを目的とし、ITサービス事業を強化してまいります。そのために、ITサービス事業を
経営組織上も明確にし、持株会社体制のもとで積極的に拡大してまいります。
また、将来的にはコンサルティングやITサービスに留まらない新たな事業への展開が可能な基盤を構築するた
め、グループ経営機能の強化を推進してまいります。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 191}"
bay_ir_2025.pdf::chunk::192,"め、グループ経営機能の強化を推進してまいります。
２．実施した会計処理の概要
持株会社化は、共通支配下の企業又は事業が関わる企業結合（すべての結合企業又は結合事業が最終的に企業結
合の前後で同じ当事者によって支配され、その支配が一時的なものでない企業結合）に該当します。当社は共通支
配下の取引について、帳簿価額に基づき会計処理しています。
８．現金及び現金同等物
現金及び現金同等物の内訳は以下のとおりであります。
(単位：百万円)
前事業年度 当連結会計年度
(2024年２月29日) (2025年２月28日)
現金及び現金同等物
現金及び預金 45,778 60,548
預け金 0 4
合計 45,778 60,552
９．売上債権及びその他の債権
売上債権及びその他の債権の内訳は以下のとおりであります。
(単位：百万円)
前事業年度 当連結会計年度
(2024年２月29日) (2025年２月28日)
売掛金 8,881 9,766
契約資産 7,154 11,139
未収入金 33 1,794
合計 16,068 22,699","{'chunk_index': 192, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::193,"65/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
10．棚卸資産
棚卸資産の内訳は以下のとおりであります。
(単位：百万円)
前事業年度 当連結会計年度
(2024年２月29日) (2025年２月28日)
仕掛品(注) 669 919
合計 669 919
(注) 主として顧客引渡し前の案件に係る、労務費、経費であります。費用として売上原価に計上した棚卸資産の金
額は、前事業年度42,643百万円、当連結会計年度53,601百万円であり、評価減を実施した棚卸資産はありませ
ん。なお、負債の担保として差し入れている棚卸資産はありません。
11．その他の金融資産
その他の金融資産の内訳は以下のとおりであります。
(単位：百万円)
前事業年度 当連結会計年度
(2024年２月29日) (2025年２月28日)
その他の金融資産
定期預金 ― 3,000
未収入金 793 ―
敷金 1,861 2,099
その他 66 135
合計 2,720 5,234
流動資産 793 3,000
非流動資産 1,927 2,234
合計 2,720 5,234
12．その他の資産","{'source': 'bay_ir_2025.pdf', 'chunk_index': 193}"
bay_ir_2025.pdf::chunk::194,"流動資産 793 3,000
非流動資産 1,927 2,234
合計 2,720 5,234
12．その他の資産
その他の資産の内訳は以下のとおりであります。
(単位：百万円)
前事業年度 当連結会計年度
(2024年２月29日) (2025年２月28日)
その他の資産
前払費用 422 605
前払金 22 799
長期前払費用 85 99
その他 279 25
合計 808 1,528
流動資産 703 1,429
非流動資産 105 99
合計 808 1,528","{'chunk_index': 194, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::195,"66/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
13．有形固定資産
増減表
有形固定資産の帳簿価額の増減は以下のとおりであります。
なお、使用権資産については、連結財政状態計算書の有形固定資産に含めて表示しております。
取得原価
(単位：百万円)
有形固定資産 使用権資産
合計
建物及び 建物及び
その他 その他
附属設備 附属設備
2023年３月１日 701 304 2,627 119 3,751
取得 3,138 881 8,705 ― 12,724
科目振替 25 △25 ― ― ―
処分 ― △102 △2,042 ― △2,144
その他 ― △3 ― ― △3
2024年２月29日 3,864 1,055 9,290 119 14,328
取得 264 248 1,625 ― 2,137
処分 △710 △39 △523 ― △1,272
その他 ― ― ― ― ―
2025年２月28日 3,418 1,264 10,392 119 15,193
減価償却累計額
(単位：百万円)
有形固定資産 使用権資産
合計
建物及び 建物及び
その他 その他
附属設備 附属設備","{'chunk_index': 195, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::196,"合計
建物及び 建物及び
その他 その他
附属設備 附属設備
2023年３月１日 △202 △91 △1,793 △44 △2,130
減価償却費(注) △497 △165 △1,707 △24 △2,393
処分 ― 102 2,042 ― 2,144
2024年２月29日 △699 △154 △1,458 △68 △2,379
減価償却費(注) △258 △157 △2,030 △21 △2,466
処分 710 39 523 ― 1,272
2025年２月28日 △247 △272 △2,965 △89 △3,573
(注) 有形固定資産の減価償却費は、連結損益計算書の「売上原価」及び「販売費及び一般管理費」に含まれており
ます。
帳簿価額
(単位：百万円)
有形固定資産 使用権資産
合計
建物及び 建物及び
その他 その他
附属設備 附属設備
2023年２月28日 499 213 834 75 1,621
2024年２月29日 3,165 901 7,832 51 11,949
2025年２月28日 3,171 992 7,427 30 11,620","{'chunk_index': 196, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::197,"67/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
14．のれん及び無形資産
(1) 増減表
のれん及び無形資産の帳簿価額の増減は以下のとおりであります。
取得原価
(単位：百万円)
無形資産
のれん
ソフトウエア その他 合計
2023年３月１日 19,187 118 9 127
取得 ― 35 ― 35
科目振替 ― 2 △2 ―
2024年２月29日 19,187 155 7 162
取得 ― 7 2 9
2025年２月28日 19,187 162 9 171
償却累計額
(単位：百万円)
無形資産
のれん
ソフトウエア その他 合計
2023年３月１日 ― △66 △1 △67
償却費(注) ― △22 △0 △22
2024年２月29日 ― △88 △1 △89
償却費(注) ― △23 △1 △24
2025年２月28日 ― △111 △2 △113
(注) 無形資産の償却費は、連結損益計算書の「売上原価」及び「販売費及び一般管理費」に含まれております。
帳簿価額
(単位：百万円)
無形資産
のれん
ソフトウエア その他 合計","{'source': 'bay_ir_2025.pdf', 'chunk_index': 197}"
bay_ir_2025.pdf::chunk::198,"帳簿価額
(単位：百万円)
無形資産
のれん
ソフトウエア その他 合計
2023年２月28日 19,187 52 8 60
2024年２月29日 19,187 67 6 73
2025年２月28日 19,187 51 7 58
(2) 資金生成単位グループへののれんの配分額
連結財政状態計算書に計上されているのれん19,187百万円は、当社の前身である旧株式会社ベイカレント・コン
サルティングの全ての株式を2014年６月６日に取得した際に発生したものであります。企業結合で生じたのれん
は、唯一の事業セグメントであるコンサルティング事業を資金生成単位として、のれんを配分しております。な
お、その資金生成単位グループの決定についての重要な判断は経営者が行っております。
(3) のれんの減損テスト
のれんは資金生成単位(又はそのグループ)で管理されており、毎期又は減損の兆候がある場合には随時、減損テ
ストを実施しております。減損テストの回収可能価額は、使用価値に基づき算定しております。","{'chunk_index': 198, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::199,"ストを実施しております。減損テストの回収可能価額は、使用価値に基づき算定しております。
のれんが配分された資金生成単位(又はそのグループ)の回収可能価額は、過去の経験に基づく保守的な見通しと
外部からの情報を反映させて作成され、経営陣によって承認された最長で５年間の予測を基礎とする使用価値に基
づき算定しております。
主要な仮定である売上高成長率は、当社の過去の実績及び業界の趨勢を勘案し、20.6％(前事業年度20.3％)と","{'chunk_index': 199, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::200,"68/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
なっており、当該５年間を超える期間においては、我が国の中長期経済成長率の見通しを勘案し、1.9％(前事業年
度1.8％)を使用して見積っております。なお、市場若しくは我が国の長期平均成長率を超過する成長率は用いてお
りません。
使用価値は、経営者が承認した翌連結会計年度の事業計画を基礎とした将来キャッシュ・フローの見積額を、税
引前割引率7.2％(前事業年度6.9％)により現在価値に割り引いて算定しております。
算定された使用価値は、資金生成単位(又はそのグループ)の帳簿価額を十分に上回っており、使用価値算定に用
いた成長率及び長期平均成長率、税引前割引率について合理的な範囲で変動があった場合にも、使用価値が帳簿価
額を下回る可能性は低いと考えております。
資金生成単位(又はそのグループ)で減損が発生する可能性は、以下のとおりであります。
前事業年度(自 2023年３月１日 至 2024年２月29日)","{'source': 'bay_ir_2025.pdf', 'chunk_index': 200}"
bay_ir_2025.pdf::chunk::201,"前事業年度(自 2023年３月１日 至 2024年２月29日)
仮に予測期間の成長率が△36.1％、それ以降の成長が1.8％となった場合。
当連結会計年度(自 2024年３月１日 至 2025年２月28日)
仮に予測期間の成長率が△40.3％、それ以降の成長が1.9％となった場合。
15．リース
借手側
当社グループは、主として本社事務所の建物及び附属設備を賃借しております。主な契約期間は、４〜５年であり
ます。なお、重要な購入選択権、エスカレーション条項及びリース契約によって課された制限(配当、追加借入及び追
加リースに関する制限等)はありません。
リースに係る損益の内訳は以下のとおりであります。
(単位：百万円)
前事業年度 当連結会計年度
(自 2023年３月１日 (自 2024年３月１日
至 2024年２月29日) 至 2025年２月28日)
短期リース費用(注) 468 106
少額資産リース費用(注) 187 250
(注) 短期リース及び少額資産のリースについては、免除規定を適用し、使用権資産及びリース負債を認識しないこ","{'chunk_index': 201, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::202,"とを選択しております。
・使用権資産の増加額及び使用権資産に係る減価償却費は、注記「13．有形固定資産」をご参照ください。
・リース負債に係る金利費用は、注記「25．金融費用」をご参照ください。
・リースに係るキャッシュ・アウトフローの合計額は、前事業年度及び当連結会計年度において、それぞれ1,748百
万円及び2,422百万円であります。
・リース負債の満期分析は、注記「29．金融商品 (4) 流動性リスク管理」をご参照ください。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 202}"
bay_ir_2025.pdf::chunk::203,"69/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
16．法人所得税
(1) 繰延税金資産及び繰延税金負債
繰延税金資産及び繰延税金負債の発生の主な原因別の内訳及び増減は以下のとおりであります。
なお、繰延税金資産を認識していない税務上の繰越欠損金及び将来減算一時差異はありません。
前事業年度(自 2023年３月１日 至 2024年２月29日)
(単位：百万円)
2023年３月１日 損益を通じて認識 2024年２月29日
繰延税金資産
未払賞与 919 98 1,017
未払事業税 345 25 370
未払有給休暇費用 346 78 424
株式報酬費用 297 47 344
リース負債 ― 188 188
その他 76 214 290
合計 1,983 650 2,633
繰延税金負債
借入コスト △4 2 △2
その他 △17 17 ―
合計 △21 19 △2
当連結会計年度(自 2024年３月１日 至 2025年２月28日)
(単位：百万円)
2024年３月１日 損益を通じて認識 2025年２月28日","{'source': 'bay_ir_2025.pdf', 'chunk_index': 203}"
bay_ir_2025.pdf::chunk::204,"(単位：百万円)
2024年３月１日 損益を通じて認識 2025年２月28日
繰延税金資産
未払賞与 1,017 235 1,252
未払事業税 370 95 465
未払有給休暇費用 424 112 536
株式報酬費用 344 22 366
リース負債 188 △33 155
その他 290 △194 95
合計 2,633 237 2,869
繰延税金負債
借入コスト △2 1 △1
合計 △2 1 △1","{'source': 'bay_ir_2025.pdf', 'chunk_index': 204}"
